,ID,Exaggeration_Claims,Number_of_Incidents,Insurance_History_Age,Over_Insurance_Product,Mileage,Current_Car_Value,Number_Previos_CarOwners,No_Claims_Bonus,Insurance_premium
85,0x1696,0,0,81.5,1,38304.62472627613,8205.769278616004,3,60.934045237625725,185.19121948700467
86,0x1697,0,0,81.75,1,38304.62472627613,13820.78915659789,3,53.86364060917901,109.26574587891702
87,0x1698,0,0,82.0,1,38304.62472627613,15811.240346721372,5,61.57905653568193,230.72847826001663
89,0x169e,0,8,26.75,1,16446.688727124227,1306.6209919444336,5,16.548706782561386,280.4329717111101
91,0x16a0,0,8,27.25,0,16446.688727124227,4565.09755447516,5,25.024266308228825,251.9513718094246
92,0x16a1,0,8,27.5,1,16446.688727124227,2039.0183876957128,3,22.137149494812,279.99152514553435
93,0x16a2,0,8,27.75,1,16446.688727124227,5048.695219871227,3,25.75256864071518,266.99063044242627
94,0x16a3,0,8,28.0,1,16446.688727124227,5293.161340713412,4,19.96113314957903,278.391054762675
96,0x16a5,0,8,28.5,0,16446.688727124227,13601.31592766847,3,20.381207999449995,358.5730554785202
97,0x16aa,0,2,54.5,0,31385.59120915536,10620.919822522414,1,32.573811738542084,288.4939644839561
98,0x16ac,0,2,55.0,1,31385.59120915536,18243.31735237867,5,35.571969063730094,311.7977561015562
100,0x16ae,0,2,55.5,1,31385.59120915536,13578.21160174455,3,37.55260045758352,153.0967651126541
101,0x16af,0,2,0.0,1,31385.59120915536,12346.14969439902,0,8.588693969470029,407.5495576273365
102,0x16b0,0,2,56.0,1,31385.59120915536,13030.039377019006,3,38.9196029282322,253.61786393570645
103,0x16b1,0,2,56.25,1,31385.59120915536,18981.586133347675,4,34.233921197331874,266.72697847706
105,0x16b7,0,2,50.75,1,14529.389467390734,38297.6,3,31.120074187773657,359.51442266280736
106,0x16b9,0,2,51.25,1,14529.389467390734,15245.232588231638,4,38.51285193740284,313.94283127502484
107,0x16ba,0,2,51.5,1,14529.389467390734,8694.081733378234,1,36.67564216218721,331.55524077000103
109,0x16bd,0,2,52.25,1,14529.389467390734,19517.640648962173,5,30.918169665088968,411.1128213368295
110,0x16c2,0,4,87.5,1,987.0,15463.412313950932,3,36.85375635300846,637.2460009255434
112,0x16c4,0,4,88.0,1,987.0,17544.56226582996,2,33.74567061190619,661.9860949707843
113,0x16c5,0,4,0.0,1,1523.0,12090.75537662222,2,22.80446418257431,771.3061437180324
114,0x16c6,0,4,88.5,0,1523.0,7871.934549426288,2,29.73611016037908,702.0479790826581
115,0x16c7,0,4,0.0,1,1523.0,26658.50272142179,3,8.723300902119771,957.6377034883294
116,0x16c8,0,4,89.0,1,1523.0,5928.557022863864,2,32.284032456533616,676.5901841476233
118,0x16ce,0,4,19.25,1,31898.268106609783,8971.128851131723,4,12.91033249306426,253.5251378250749
119,0x16cf,0,4,19.5,1,31898.268106609783,20642.061483314013,5,12.530416017494092,489.83950805967856
120,0x16d0,0,4,19.75,1,31898.268106609783,7158.713682831924,2,12.654242680502088,389.93522561669465
121,0x16d1,0,4,20.0,1,31898.268106609783,9863.68253232458,3,17.583214543973483,234.8069303678196
122,0x16d2,0,4,20.25,1,31898.268106609783,15401.974921802968,0,15.337018890675443,365.0545930607543
123,0x16d3,0,4,20.5,1,31898.268106609783,9584.028956915648,3,12.536441512781462,253.53068195499512
124,0x16d4,0,4,20.75,1,31898.268106609783,38297.6,3,11.428663713684712,503.97325001578463
125,0x16d5,0,4,21.0,1,31898.268106609783,15657.270141056204,3,13.248871599099829,229.05737498420515
126,0x16da,0,0,81.5,1,987.0,19638.24852296446,3,55.30339854441943,363.6515724513456
127,0x16db,0,0,81.75,1,987.0,14044.78831359064,5,57.36144851606327,368.5478614227641
128,0x16dc,0,0,82.0,1,987.0,17626.42257748554,1,61.45879334585185,393.4882851097736
129,0x16dd,0,0,82.25,1,1889.446959439265,22770.06611634801,4,65.16138187863635,284.4169533496744
130,0x16de,0,0,82.5,1,1889.446959439265,15389.909979790404,2,74.25356481270488,289.4461543711149
131,0x16df,0,0,82.75,1,1889.446959439265,21476.671028340694,2,78.86207891682758,244.0143159952471
133,0x16e1,0,0,83.25,1,1889.446959439265,21876.09977890428,1,71.31373531207603,334.58835668776504
134,0x16e6,1,8,54.5,1,22307.42801000374,7917.641583265376,3,11.703634641564774,362.41152814995854
136,0x16e8,0,8,0.0,1,22307.42801000374,14081.859591726788,5,12.12726114010718,366.99078754796346
137,0x16e9,1,8,55.25,1,15858.618673335826,12285.605974955684,0,6.954784019405777,379.90865043424014
139,0x16ec,0,8,56.0,1,169698.0,12097.54898578697,5,32.149117805919936,296.9627011081532
140,0x16ed,1,8,56.25,1,15858.618673335826,23637.11013967492,4,6.503442335582436,467.3422210352134
141,0x16f2,0,2,57.75,0,987.0,10028.745427839343,1,37.586234732768816,290.9033196716395
142,0x16f3,0,2,58.0,0,987.0,38297.6,2,37.48691122894052,478.145153127633
143,0x16f4,0,2,58.25,0,987.0,8663.164891901077,1,32.574378300149185,309.8201427839254
145,0x16f7,0,2,59.0,0,1523.0,15137.76397937309,3,29.95044594266607,372.1819169760358
146,0x16f8,0,2,59.25,0,1523.0,18463.115997411616,4,24.419613560700807,358.0945265091137
147,0x16fe,1,5,30.25,1,16914.632777156556,1462.27392351174,2,7.1646313845432354,338.75781738354334
148,0x16ff,1,5,30.5,0,16914.632777156556,9236.195001929578,3,8.855702734811347,368.5750989316713
149,0x1700,1,5,30.75,1,16914.632777156556,9188.397193610828,3,6.690565559928202,351.89822222053226
150,0x1701,0,5,31.0,1,12263.421851437704,9362.08315026104,0,15.915412583681396,305.66102545047573
151,0x1702,1,5,31.25,1,16914.632777156556,6583.126164076859,3,8.972087992871328,368.10445283212624
152,0x1704,0,5,31.75,1,16914.632777156556,6186.372757802612,3,24.94878931196961,318.0530751566424
153,0x1705,1,5,32.0,1,16914.632777156556,7112.274735436063,3,10.27321208047625,362.8428845969127
155,0x170b,0,0,98.5,0,0.0,18565.75586722259,3,78.2609961454444,120.82397730929904
156,0x170d,0,0,99.0,0,0.0,29385.30374111688,5,76.96491444265138,185.87203885143364
158,0x1710,0,0,0.0,0,987.0,19103.53726017793,2,19.50786705540704,907.4222250712304
159,0x1711,0,0,100.0,0,987.0,16744.917302413192,3,75.61239198209981,225.94533451922288
160,0x1718,0,1,37.25,1,8805.104258761789,6405.2615885208725,3,27.772936682914583,260.80668519130825
161,0x1719,0,1,37.5,1,101238.0,3114.919791081519,4,20.445379027271827,311.1621575481869
162,0x171a,0,1,37.75,1,11727.156388142685,4108.26367012432,3,25.305187285226413,300.9499996577629
163,0x171b,0,1,38.0,1,11727.156388142685,4800.806665619237,3,25.00567025576648,302.1567722118044
164,0x171c,0,1,0.0,1,11727.156388142685,5690.889585970557,4,21.058476917946525,308.7641464695347
165,0x171d,0,1,38.5,1,11727.156388142685,6637.358000122424,3,22.642448199027875,311.6783393905388
166,0x1722,1,11,0.0,1,90194.67602761809,26570.621194860047,3,2.6882494593718573,546.5612299263687
167,0x1724,1,11,37.0,1,90194.67602761809,6251.990687138743,3,9.778465229781045,201.67498981001043
168,0x1725,0,11,37.25,1,90194.67602761809,19764.04955281,1,22.228267325614123,405.7040620997276
169,0x1726,1,11,37.5,1,90194.67602761809,20525.015227427863,3,9.74334992015883,506.9355489199224
170,0x1727,1,11,37.75,1,61116.78401841206,13640.674706425028,3,5.328728311372696,432.1948573341616
171,0x1729,0,11,38.25,1,90194.67602761809,15913.672195005463,1,18.25274843178052,426.4427560791368
174,0x1730,0,2,0.0,0,13653.597796929662,22034.41912636796,3,1.649923128242901,548.6762477541275
175,0x1731,0,2,54.25,0,13653.597796929662,17974.96979256297,5,32.30159671865086,338.1497888466197
178,0x1734,0,2,0.0,0,13653.597796929662,9089.174117813787,3,3.5977549701829337,260.8510622862584
179,0x173a,0,8,41.0,0,83300.39216077527,24806.995733765263,5,33.8604687720017,276.2125548475179
180,0x173b,0,8,0.0,0,56520.59477385018,38297.6,5,2.23103084827198,566.6049081341604
182,0x173e,0,8,42.0,1,83300.39216077527,33007.1842181316,3,30.62070705699828,370.03575205508406
183,0x173f,0,8,42.25,1,83300.39216077527,10894.691107774384,1,24.12745505311059,298.9902424882767
184,0x1740,0,8,42.5,1,56520.59477385018,7888.080783275763,3,18.26808262576298,180.96128820328363
185,0x1746,0,4,57.5,1,10159.82544694846,17277.53787257402,3,29.98761443232926,268.51595194629107
186,0x1747,0,4,57.75,1,10159.82544694846,19319.340699968587,3,30.14359195495711,250.05384703895277
187,0x1748,0,4,58.0,1,10159.82544694846,10101.82977099334,2,30.39083338665737,417.9390301017642
190,0x174c,0,4,59.0,1,10159.82544694846,21724.689378046365,5,33.76027195005337,470.4782858643831
192,0x1753,0,1,91.0,0,21867.876144597023,16608.841802129482,3,56.7719613586792,218.7838602470116
193,0x1754,0,1,91.25,1,21867.876144597023,10696.84065700116,1,53.144722553871816,205.68843154016915
194,0x1755,0,1,91.5,1,21867.876144597023,5198.6924591634615,1,56.12554429470018,180.9631443982653
195,0x1756,0,1,91.75,1,21867.876144597023,12325.621826966,1,57.731926385638566,188.87318479770775
196,0x1758,0,1,0.0,1,21867.876144597023,15321.561778334732,3,10.321904963653058,464.5398306590476
197,0x176a,0,1,54.75,0,8860.375116148814,14716.703731992367,5,47.17787580464961,254.5154537924317
198,0x176b,0,1,55.0,0,43377.0,8523.8284141653,2,35.899226050885034,260.7428863732506
199,0x176c,0,1,55.25,0,8860.375116148814,5213.40151403121,1,44.78793236110795,228.9786826592085
200,0x176e,0,1,55.75,0,9847.375116148814,13880.315747514354,5,39.53295457834713,238.5982139689954
202,0x1771,0,1,0.0,0,9847.375116148814,15353.879644098146,4,9.451083566820357,366.0373458315494
203,0x1776,1,5,56.25,0,29312.7694990255,4843.998334767114,1,15.345060900384029,322.585109041289
204,0x1777,1,5,56.5,1,29312.7694990255,5383.325980744012,4,14.3823713581352,356.5003783063676
205,0x1778,1,5,56.75,1,94653.0,10514.914955564507,3,12.42708630055661,357.7940553476379
208,0x177c,1,5,57.75,1,29312.7694990255,10422.797957897026,3,11.603704854994414,361.1581204913053
209,0x177d,1,5,58.0,1,29312.7694990255,9880.418973887456,3,15.62281417440077,361.2715514070972
210,0x1782,0,4,26.0,1,6002.790068332816,3257.343871096603,1,14.805547893315309,284.05167082646824
213,0x1785,0,4,26.75,1,6002.790068332816,15271.0555622633,5,17.646065149954204,338.21601361549546
214,0x1786,0,4,27.0,1,6002.790068332816,14469.302700962808,3,20.453232659226348,338.96331153326486
215,0x1787,0,4,27.25,1,6002.790068332816,22251.526093587298,3,15.459610528061576,391.9879830758287
217,0x1789,0,4,27.75,1,6002.790068332816,18365.896361081228,3,18.32093697225762,363.4067550226609
219,0x178f,0,0,39.5,1,45956.159826302464,16660.081637285024,1,38.99651153961072,382.5928311352023
220,0x1790,0,0,39.75,1,45956.159826302464,11590.24467236023,2,37.57469982658208,370.2143267330092
221,0x1792,0,0,40.25,1,45956.159826302464,18083.05733520473,4,34.52186521622065,376.9758862857002
222,0x1793,0,0,40.5,1,45956.159826302464,19776.101556587502,1,37.23129738581186,403.1012886622973
223,0x1794,0,0,40.75,1,45956.159826302464,16563.089707959825,4,31.077334052307567,253.83224325109225
224,0x1795,0,0,41.0,1,45956.159826302464,11991.1974991992,1,36.627939675965976,383.1708888913131
225,0x179a,0,1,64.25,0,31815.87393512712,11342.275338491932,1,41.073273702657154,330.0472777915843
226,0x179b,0,1,64.5,0,31815.87393512712,13698.300144734569,3,37.77445447208577,338.48857296070514
227,0x179c,0,1,64.75,0,31815.87393512712,19513.3512627377,3,44.862882944592194,341.2029815081978
228,0x179d,0,1,65.0,0,30828.87393512712,11665.223668313498,5,53.00868420924079,190.1064985059364
229,0x179e,0,1,65.25,0,30828.87393512712,15031.318698399593,3,51.38380558721433,254.5885485475896
231,0x17a0,0,1,0.0,0,30828.87393512712,16375.574763216064,2,12.47446724700586,520.6423047772741
233,0x17a7,0,4,77.0,1,17164.054191495805,13733.114262036042,1,30.536478360437176,539.0518528749581
235,0x17a9,0,4,77.5,1,16177.054191495805,23972.5151675904,2,47.47608170644466,464.76130279510505
236,0x17ab,0,4,78.0,1,16177.054191495805,18923.01672083917,4,48.75659493833904,297.39371666345846
237,0x17ac,0,4,78.25,1,16177.054191495805,26971.40948456657,2,47.70797016524094,477.105117070678
239,0x17b5,1,11,40.25,1,31358.4563575259,2725.0794632521443,1,9.311778664926472,365.5621417132461
240,0x17b6,1,11,40.5,1,31358.4563575259,7126.438577406131,4,10.415974916527787,387.9863594552188
241,0x17b7,1,11,40.75,1,31358.4563575259,11731.031613952458,3,8.887075265925866,403.7192812744463
243,0x17be,0,3,83.75,0,65738.7511916915,24621.152126806926,5,34.49192304752946,229.5406877229883
244,0x17bf,0,3,84.0,0,65738.7511916915,7241.378846395334,1,40.56490382353483,303.60388323719906
245,0x17c0,0,3,84.25,0,65738.7511916915,16122.85327622798,4,35.592864967944394,300.4508861978266
247,0x17c2,0,3,84.75,0,65738.7511916915,23462.051780150385,2,38.673591691922994,472.1719005636844
248,0x17c4,0,3,85.25,0,65738.7511916915,16499.373252030506,1,39.00311966821921,438.6149809846374
250,0x17cb,0,5,23.75,1,19381.73382104215,16962.09800955979,3,19.31093845793305,361.2952542112089
251,0x17cc,0,5,24.0,1,19381.73382104215,4657.667279779647,1,32.47719484634559,277.701416199107
252,0x17cd,0,5,24.25,1,38230.8,18859.86330944168,3,12.0715101184068,410.3148736648262
253,0x17ce,0,5,24.5,1,19381.73382104215,18886.61137012788,3,18.76374144286336,363.74539653390974
254,0x17cf,0,5,24.75,1,19381.73382104215,13161.252154380742,3,26.29983856090068,337.822627150865
255,0x17d1,0,5,25.25,1,13908.155880694769,13601.31592766847,4,17.23797263633248,375.3716792409133
257,0x17d8,0,0,73.25,0,31043.80826725837,16770.35394858922,3,54.99983555922531,219.02689339645923
259,0x17da,0,0,73.75,0,31043.80826725837,14952.530495571627,3,50.91765908335019,345.70216871043715
260,0x17db,0,0,74.0,0,31043.80826725837,13355.574003767597,1,52.063227205175856,368.52596877480187
261,0x17dc,0,0,74.25,0,31043.80826725837,13337.6716501505,1,51.2084003546173,375.0555168297548
262,0x17dd,0,0,0.0,0,31043.80826725837,16568.845709072382,2,6.968709241273767,746.7459223738377
263,0x17e2,0,2,51.25,0,987.0,4089.336118363293,5,36.86337117502234,228.9929018944392
264,0x17e3,0,2,51.5,0,987.0,13432.34399002082,3,31.63229932909772,291.9831493982369
265,0x17e4,0,2,51.75,0,987.0,22839.990296124422,3,37.66487367863579,294.51595852224705
266,0x17e5,0,2,52.0,0,987.0,22194.84436114615,3,36.16879290016807,299.597458823832
267,0x17e8,0,2,52.75,0,987.0,10297.908502947164,3,32.861912251749935,276.5774828578318
268,0x17ef,1,11,3.75,1,35346.9062696814,10729.7286681219,1,2.3615747408208057,425.4173465709095
269,0x17f0,0,11,4.0,1,35346.9062696814,20468.69959121212,3,5.964814378869676,507.96002774039135
271,0x17f2,0,11,4.5,0,35346.9062696814,11185.730925160387,2,4.628795227191748,408.4335829164369
272,0x17f3,1,11,4.75,1,35346.9062696814,14596.824917410546,0,2.0313784370588808,471.05413402903775
273,0x17f4,1,11,5.0,1,35346.9062696814,14017.64418687237,3,1.222402062483827,462.205601997969
274,0x17f5,1,11,0.0,1,35346.9062696814,8537.138693652041,3,1.835081454665312,265.8963119667637
275,0x17fa,0,2,32.75,0,15791.599896449596,14590.047799348731,3,22.71273906598692,309.31261497297834
276,0x17fb,0,2,33.0,1,15791.599896449596,13601.31592766847,3,29.595351053800183,302.8633149719726
277,0x17fc,0,2,33.25,1,45933.0,25449.1051674354,3,23.82196680157013,383.7156267159479
278,0x17ff,0,2,34.0,1,15791.599896449596,19237.20689532156,3,30.35435959969365,278.7299600652039
279,0x1800,0,2,34.25,1,15791.599896449596,23854.7583433419,5,30.964645872759966,342.42632923423406
280,0x1808,0,3,92.25,0,1094.7455322146136,52900.0,1,64.22146813529653,441.726934473729
281,0x1809,0,3,92.5,0,1094.7455322146136,27340.854732705684,4,58.67238704551527,343.96663838611124
284,0x180d,0,3,93.5,0,1094.7455322146136,15001.1576462822,1,64.43443508547708,337.6770994779154
286,0x1813,0,3,59.0,0,0.0,16175.847857547997,1,43.70143606575705,590.4233762205354
289,0x1819,0,3,0.0,0,48630.0,15625.679734479894,2,12.148388179843291,910.1504857246769
290,0x181e,0,11,0.0,1,95457.53558030452,15179.75374042909,3,1.821394093441094,298.5999388965335
292,0x1821,1,11,0.0,1,95457.53558030452,17222.33099690079,0,0.7150865736009376,366.05776978367135
293,0x1822,1,11,32.25,1,95457.53558030452,18204.65500316839,0,5.0541164723008,350.06001591626034
294,0x1823,0,11,32.5,1,95457.53558030452,21380.02253821981,2,9.234221132428443,410.767137858144
295,0x1824,1,11,0.0,0,141705.8033704568,19230.40599769492,3,2.364307538087068,402.3044191062308
298,0x182f,1,9,43.0,1,26490.798377373794,5385.988289381308,3,9.661278951709498,358.3758132664686
299,0x1836,0,2,62.0,0,36504.60502096279,52900.0,5,47.18153671268116,455.4493738675592
301,0x1838,0,2,62.5,0,36504.60502096279,18041.52343388317,2,45.15235522851434,524.754619572679
302,0x183a,0,2,63.0,0,36504.60502096279,18385.61030474061,3,47.08030104432593,159.710094851539
303,0x183b,0,2,63.25,0,30876.0,17309.436921741766,3,44.15539909700957,484.3487771239856
304,0x183c,0,2,63.5,0,36504.60502096279,16911.08856088239,2,45.25960018368313,474.7718719732376
305,0x183d,0,2,63.75,0,59202.0,13874.385980559511,1,48.55636139893619,366.20481627336176
307,0x1843,0,10,1.25,1,2709.1973936140403,15273.376617951735,3,2.0061127994598835,337.56736247508235
308,0x1844,1,10,1.5,1,2709.1973936140403,19247.31148008056,0,0.57394799858889,352.0959741120126
309,0x1845,1,10,0.0,1,2709.1973936140403,14488.379177597357,0,0.8167677669916763,267.0631279144652
310,0x1846,1,10,2.0,1,2709.1973936140403,19490.370123134635,4,1.3722449226738342,524.2572912681151
311,0x1847,1,10,2.25,1,2709.1973936140403,16507.34557930175,2,1.1224416026057027,331.0692283072959
313,0x1849,1,10,0.0,0,2709.1973936140403,15876.162409497823,2,1.0882959716391274,406.95636912847806
314,0x184f,0,3,95.0,0,29643.48863464701,9338.965622041784,1,43.88767286227221,438.89261122649066
315,0x1850,0,3,95.25,0,29643.48863464701,16422.637922360478,4,46.52217438460809,412.5009538355594
316,0x1851,0,3,95.5,0,28656.48863464701,28433.04839688785,4,58.484268857073936,279.5410415217256
318,0x1853,0,3,96.0,0,28656.48863464701,17504.047168540645,4,57.02182350247433,183.26359217508585
319,0x1854,0,3,96.25,0,28656.48863464701,17884.84767278226,4,59.050955535001975,169.3907490131233
320,0x1855,0,3,96.5,0,28656.48863464701,25181.21613072731,5,66.54414001344479,234.89939747340063
321,0x185a,0,7,50.5,1,70201.49024825632,6693.199534699997,2,34.09590822275468,365.23774039673367
322,0x185b,0,7,50.75,1,70201.49024825632,13228.573127303278,5,29.93781341070517,366.5572598814324
323,0x185c,0,7,51.0,1,70201.49024825632,8027.846002596157,1,41.601118126041726,346.04372099522806
324,0x185d,0,7,51.25,1,70201.49024825632,37316.85163748753,4,30.00576270699534,373.2011807486113
325,0x185e,0,7,51.5,0,70201.49024825632,19292.077129685866,3,38.39470033379809,376.0269506137777
326,0x185f,0,7,51.75,1,70201.49024825632,13601.31592766847,3,41.07830259898161,353.3956146411985
327,0x1860,0,7,52.0,1,70201.49024825632,5949.541612485747,1,38.11356760877991,358.2194686438596
328,0x1869,1,10,38.0,0,60061.88035954468,13601.31592766847,3,10.02502029326082,331.57750433056844
329,0x186a,1,10,38.25,1,60061.88035954468,9609.548178258156,1,10.039221191973503,394.9481993626815
330,0x187e,0,3,81.75,0,0.0,26971.40948456657,1,59.35936256497275,491.7958395987509
331,0x187f,0,3,82.0,0,0.0,52900.0,2,52.58990481193665,799.7407567721057
332,0x1880,0,3,82.25,0,987.0,19033.78879218929,4,37.62450543202852,383.5815146059982
334,0x1883,0,3,83.0,0,987.0,19340.594594433987,2,37.34925398683007,863.5187655753249
335,0x1884,0,3,83.25,0,987.0,17085.14935058887,1,37.39793632254664,808.5699238463523
336,0x1885,0,3,83.5,0,987.0,25669.31194480645,4,35.57622251357673,636.8083257649128
337,0x188b,0,8,34.25,0,18192.34955668216,5319.734796960982,2,16.320448169268197,302.59633444060853
338,0x188c,0,8,34.5,1,18192.34955668216,13244.39010247437,5,13.34640968329362,316.19521411896017
341,0x188f,0,8,35.25,1,18192.34955668216,10815.336627241884,4,15.204391940533066,361.85079371582685
342,0x1890,0,8,35.5,1,18192.34955668216,18656.840988199296,3,14.840035626903052,403.84618087979584
